t,q_0,q_1,q_2,q_3,q_4,q_5,q_6,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,ddq_0,ddq_1,ddq_2,ddq_3,ddq_4,ddq_5,ddq_6
1.499999999999999944e-01,-7.689399294443028310e-04,5.545436078155740285e-04,-5.326893710016246397e-04,-1.527084532868183464e+00,1.651769450791482600e-05,1.867190810475769291e+00,-1.843781841847411237e-04,-1.565567268095662684e-02,1.127261587092026791e-02,-1.045424141737838659e-02,1.287196668889599091e-03,3.681552759058327414e-04,-6.176171307006501215e-03,-3.729792057584263749e-03,-2.151697758076932532e-01,1.544793276951437200e-01,-1.335325331059861453e-01,1.652764933239246267e-02,6.008132203708723730e-03,-8.173033488376994782e-02,-5.071787395556918987e-02
1.600000000000000033e-01,-9.365103972732481425e-04,6.751756000506455371e-04,-6.440334418412399379e-04,-1.527070818602697555e+00,2.051065558053488796e-05,1.867124876082515872e+00,-2.242708912708186693e-04,-1.788395969519517709e-02,1.287197536364098789e-02,-1.182698161850844094e-02,1.457238626306308705e-03,4.315542636910816199e-04,-7.019293087048097263e-03,-4.254641299582375379e-03,-2.304927588841828578e-01,1.653947894799786544e-01,-1.409777257463228350e-01,1.747695782638756731e-02,6.678548655502018414e-03,-8.688166670075574138e-02,-5.425299482098681209e-02
1.700000000000000122e-01,-1.127130321729138181e-03,8.123471294410862607e-04,-7.694733644493694565e-04,-1.527055356833199928e+00,2.517182097408615107e-05,1.867050254168748147e+00,-2.695889380747720711e-04,-2.026560015095625611e-02,1.458053494177908964e-02,-1.327302762482795301e-02,1.636659118409250230e-03,5.018660280498430564e-04,-7.913546184525032876e-03,-4.814868048033140759e-03,-2.458374277948313091e-01,1.763172346255971468e-01,-1.481924351236943160e-01,1.840325500002178150e-02,7.390896944557487011e-03,-9.195546507362316324e-02,-5.779294372246503858e-02
1.799999999999999933e-01,-1.342334017675813436e-03,9.671503348811546618e-04,-9.097305479428412526e-04,-1.527038054934938272e+00,3.057243575183189342e-05,1.866966437410847446e+00,-3.206862978911819220e-04,-2.280071973357385151e-02,1.639830109001131492e-02,-1.479003728551135134e-02,1.825225033189458541e-03,5.795160752121836754e-04,-8.858121444963994520e-03,-5.410507629933239415e-03,-2.611855402260885861e-01,1.872339893458311588e-01,-1.551692430647483578e-01,1.930594503236836984e-02,8.146405064716803757e-03,-9.694498412620507211e-02,-6.133512928699968308e-02
1.900000000000000022e-01,-1.583656144023211452e-03,1.140676786076870453e-03,-1.065502613595911566e-03,-1.527018822643676277e+00,3.678806047068718782e-05,1.866872926912190866e+00,-3.779171676540374293e-04,-2.548926150573338489e-02,1.832515345686618405e-02,-1.637559564307113774e-02,2.022697419213596078e-03,6.649418997998770252e-04,-9.852142811062379948e-03,-6.041569440805072237e-03,-2.765188171475456702e-01,1.981323623687939184e-01,-1.619010075102879087e-01,2.018445591680902498e-02,8.946242280819503151e-03,-1.018435903667522097e-01,-6.487695691889727723e-02
2.000000000000000111e-01,-1.852629875983635840e-03,1.334016214527385591e-03,-1.237462680688110848e-03,-1.526997572112891444e+00,4.389868808702785893e-05,1.866769232866440253e+00,-4.416357084935545779e-04,-2.833098563591623931e-02,2.036084474502851752e-02,-1.802721772700069044e-02,2.228831725450679258e-03,7.585923850516252320e-04,-1.089466848224093440e-02,-6.708036922250599360e-03,-2.918189619379956690e-01,2.089996579702072532e-01,-1.683808689659509472e-01,2.103823979413419268e-02,9.791516642344925622e-03,-1.066447698064231508e-01,-6.841583075547189030e-02
2.099999999999999922e-01,-2.150785075569147838e-03,1.548255244061190429e-03,-1.426258680606078784e-03,-1.526974217968557479e+00,5.198885474141811032e-05,1.866654875208883846e+00,-5.121957861660530586e-04,-3.132546931817411368e-02,2.250500073198400883e-02,-1.974235141042648967e-02,2.443378044320477366e-03,8.609271785074517052e-04,-1.198469214467357165e-02,-7.409867559045314918e-03,-3.070676795219108857e-01,2.198231890057798232e-01,-1.746022566523899033e-01,2.186677326372793786e-02,1.068327256213405865e-02,-1.113421349350256356e-01,-7.194915561903850176e-02
2.200000000000000011e-01,-2.479646462243525855e-03,1.784476122230193315e-03,-1.632512699814326522e-03,-1.526948677361482876e+00,6.114774418031112668e-05,1.866529384255129820e+00,-5.899507115525703385e-04,-3.447210688323836675e-02,2.475712042092767518e-02,-2.151838032673610013e-02,2.666081357743284048e-03,9.724160438192620565e-04,-1.312114427033097934e-02,-8.146992895726649572e-03,-3.222466954969432917e-01,2.305902899295677599e-01,-1.805588943494431109e-01,2.266955767263852811e-02,1.162248846341012824e-02,-1.159294315469252268e-01,-7.547433896360811190e-02
2.300000000000000100e-01,-2.840731785641098604e-03,2.043755453863488857e-03,-1.856820352279308283e-03,-1.526920870017174137e+00,7.146928557936826172e-05,1.866392301326471825e+00,-6.752529814203047168e-04,-3.777011010077976905e-02,2.711657632173205407e-02,-2.335262684309653836e-02,2.896681785969100909e-03,1.093538189386127025e-03,-1.430289348350558334e-02,-8.919318572616527843e-03,-3.373377752330787294e-01,2.412883297852704279e-01,-1.862448059290998104e-01,2.344611938235533280e-02,1.261007449824896182e-02,-1.204005454102019534e-01,-7.898879281469944891e-02
2.399999999999999911e-01,-3.235550002262547586e-03,2.327162938079422542e-03,-2.099750181900120020e-03,-1.526890718283197002e+00,8.305224454023868897e-05,1.866243179361257276e+00,-7.684540196412754888e-04,-4.121850867243646160e-02,2.958261486163836843e-02,-2.524235508772531070e-02,3.134914838962459763e-03,1.224781574544447048e-03,-1.552874799321600323e-02,-9.726724381200799185e-03,-3.523227429241092556e-01,2.519047251574474400e-01,-1.916543205723846011e-01,2.419601001313307145e-02,1.364687034057678224e-02,-1.247495087723062696e-01,-8.248993570069214354e-02
