t,q_0,q_1,q_2,q_3,q_4,q_5,q_6,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,ddq_0,ddq_1,ddq_2,ddq_3,ddq_4,ddq_5,ddq_6
2.999999999999999889e-01,7.829242906317188111e-03,9.761321939585532528e-03,-3.132643168594977014e-03,-1.519773578285217086e+00,1.216091964416186888e-02,1.889879321116781918e+00,-1.756633828975077971e-02,8.295019757537466787e-02,9.494471503624121733e-02,-3.741654830857690101e-02,7.464327657216661416e-02,1.198930100178133978e-01,2.174066935936274647e-01,-1.687818442577309619e-01,5.989079466305538002e-01,5.882749366737127783e-01,-3.247073116082205835e-01,5.031269054307648814e-01,7.665860887884710095e-01,1.344548065087290745e+00,-1.023613191210309692e+00
3.099999999999999978e-01,8.689050973661092969e-03,1.074040832030178153e-02,-3.523331596718351586e-03,-1.519001718593240291e+00,1.339852140318358205e-02,1.892121130475124868e+00,-1.930570782123327764e-02,8.904736014258535226e-02,1.008948657394347914e-01,-4.074999137382824543e-02,7.975564595622225417e-02,1.276613525844288721e-01,2.310061405069194218e-01,-1.791287086842146825e-01,6.204737946392386849e-01,6.016574563521888130e-01,-3.420193564168336753e-01,5.193171580254145603e-01,7.869922565579837714e-01,1.375125031697406852e+00,-1.045600992324141387e+00
3.200000000000000067e-01,9.610903706574870295e-03,1.177965549480259125e-02,-3.948223765234660197e-03,-1.518177928732835413e+00,1.471481780210954875e-02,1.894500441400558399e+00,-2.114962947118363690e-02,9.535858791581931782e-02,1.069758834468264030e-01,-4.425765731079882997e-02,8.502900078823388830e-02,1.356310208680784613e-01,2.449048198638766327e-01,-1.896906718415730664e-01,6.417139801291346091e-01,6.144457753935075317e-01,-3.595479474137999731e-01,5.353217304563642198e-01,8.068481518979467859e-01,1.404389730021111227e+00,-1.066631140559795465e+00
3.300000000000000155e-01,1.059692477368118571e-02,1.288034216868731360e-02,-4.409072334346298902e-03,-1.517300608359581915e+00,1.611179427795567110e-02,1.897020180126857136e+00,-2.310020616782910291e-02,1.018804142254202127e-01,1.131817500096411744e-01,-4.794159263839600088e-02,9.046141649228235659e-02,1.437964203351219106e-01,2.590894663220820182e-01,-2.004581045945433848e-01,6.625865147146672296e-01,6.266247378454138373e-01,-3.772692181274759915e-01,5.511270844187450280e-01,8.261354734041810310e-01,1.432313834465732461e+00,-1.086693244616664167e+00
3.400000000000000244e-01,1.164920107976756200e-02,1.404368611557358336e-02,-4.907649228435062572e-03,-1.516368177050043675e+00,1.759137941344095929e-02,1.899683138838831775e+00,-2.515944404149910579e-02,1.086089532249568251e-01,1.195062979157592853e-01,-5.180360291513363968e-02,9.605083362004755709e-02,1.521517752770676912e-01,2.735465375159123469e-01,-2.114212778027714235e-01,6.830495606100090988e-01,6.381796290144738926e-01,-3.951588470319732371e-01,5.667197851440816114e-01,8.448362900277847087e-01,1.458870270261435786e+00,-1.105777695560592022e+00
3.500000000000000333e-01,1.276977858246648202e-02,1.527084270572832102e-02,-5.445743204115610116e-03,-1.515379075645174822e+00,1.915544314400740092e-02,1.902491972965062006e+00,-2.732925146376824488e-02,1.155399016726847694e-01,1.259432147625395848e-01,-5.584524831199627615e-02,1.017950589282125146e-01,1.606911325892537434e-01,2.882622266911412656e-01,-2.225703701669232426e-01,7.030614857152517327e-01,6.490961874665082121e-01,-4.131920823247328678e-01,5.820865097915975950e-01,8.629330560614369983e-01,1.484033238536598187e+00,-1.123875671207282156e+00
3.599999999999999867e-01,1.396065812950368634e-02,1.656290348002133900e-02,-6.025157375266863326e-03,-1.514331767582536292e+00,2.080579500337213436e-02,1.905449198598205829e+00,-2.961143816526926389e-02,1.226685412635653699e-01,1.324860478482286497e-01,-6.006783943592186592e-02,1.076917665392696788e-01,1.694083656981919539e-01,3.032224755842642394e-01,-2.338954761154427298e-01,7.225809186317069255e-01,6.593606167413215147e-01,-4.313437672684051760e-01,5.972140557365277491e-01,8.804086258840210233e-01,1.507778240182554352e+00,-1.140979139867557723e+00
3.699999999999999956e-01,1.522379132201641741e-02,1.792089477037505166e-02,-6.647706697574185669e-03,-1.513224740216488673e+00,2.254418240908612203e-02,1.908557190045280239e+00,-3.200771443254971094e-02,1.299897415108245136e-01,1.391282088790505300e-01,-6.447243340942149237e-02,1.137384991846785570e-01,1.782971786351008614e-01,3.184129875343230665e-01,-2.453866137255658608e-01,7.415668035431175475e-01,6.689595967731418735e-01,-4.495883660719945940e-01,6.120893487514755815e-01,8.972462684511244291e-01,1.530082098485201936e+00,-1.157080863453380903e+00
3.800000000000000044e-01,1.656107640942697246e-02,1.934577636785007188e-02,-7.315215415169605204e-03,-1.512056506125548649e+00,2.437228898954827555e-02,1.911818177510165917e+00,-3.451969038428389508e-02,1.374979631753859566e-01,1.458629787889964280e-01,-6.905983021159876889e-02,1.199326695292857597e-01,1.873511102530195094e-01,3.338192408147908075e-01,-2.570337326721964799e-01,7.599784548996314504e-01,6.778802950083413492e-01,-4.678999902856089688e-01,6.266994510769872129e-01,9.134296815191312868e-01,1.550922980502184467e+00,-1.172174399944064138e+00
3.900000000000000133e-01,1.797435422134108576e-02,2.083844023948029991e-02,-8.029514472011082746e-03,-1.510825604406097700e+00,2.629173295389715739e-02,1.915234244910480887e+00,-3.714887532708586321e-02,1.451872622408975633e-01,1.526835126692411282e-01,-7.383056928557651943e-02,1.262715615758824017e-01,1.965635385847804006e-01,3.494265021728724663e-01,-2.688267221982448274e-01,7.777756118414963504e-01,6.861103772121871502e-01,-4.862524256825691560e-01,6.410315693776128532e-01,9.289430055907825778e-01,1.570280417165528686e+00,-1.186254105212640519e+00
