t,q_0,q_1,q_2,q_3,q_4,q_5,q_6,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,ddq_0,ddq_1,ddq_2,ddq_3,ddq_4,ddq_5,ddq_6
2.000000000000000111e-01,-3.435837290544629247e-02,-7.002484159378070949e-02,-1.820007910397120066e-02,-4.955824091443647994e-01,8.704991496989332098e-03,7.605777605207708625e-02,1.121442360081287542e-03,-1.706709088466190974e-02,3.493875775259313796e-03,1.266314680177810063e-02,-7.114301330929615266e-03,1.692668483828606296e-02,1.049047907358873280e-02,4.136255228012712150e-03,-1.034325390147328438e-01,1.086281244735393392e-01,5.378513401022931573e-02,-1.393918816789864179e-01,1.323124138525941795e-01,2.514095949347097680e-01,3.049310050322204257e-02
2.099999999999999922e-01,-3.453421950099185012e-02,-6.998430792683769941e-02,-1.807072384947410598e-02,-4.956606331967998713e-01,8.880894824088190337e-03,7.617553186296865952e-02,1.164368702463827818e-03,-1.810250688230567034e-02,4.629311665366460382e-03,1.321132905216161439e-02,-8.541772886683016500e-03,1.825589573615517963e-02,1.308900212958670831e-02,4.452938563292298257e-03,-1.035996761759882950e-01,1.185003774068405236e-01,5.584008689050085766e-02,-1.461499939083269473e-01,1.334614824894972962e-01,2.684006734029021346e-01,3.284820889182728937e-02
2.200000000000000011e-01,-3.472042350087860968e-02,-6.993192220085747701e-02,-1.793578515261258499e-02,-4.957534745949727650e-01,9.070140879712893650e-03,7.632013293922712549e-02,1.210580077664641591e-03,-1.913805911416953040e-02,5.864691825882468318e-03,1.377972201438809260e-02,-1.003823973169078350e-02,1.959454662285341903e-02,1.586057171625400095e-02,4.793304174288819455e-03,-1.034592350629513630e-01,1.286151714045311867e-01,5.782708498938149422e-02,-1.531896530300807524e-01,1.342002059760476207e-01,2.860154826777566162e-01,3.522874589536657830e-02
2.300000000000000100e-01,-3.491697083470212543e-02,-6.986667302799610957e-02,-1.779506432279891193e-02,-4.958616372392450344e-01,9.272803527733214368e-03,7.649334058818602067e-02,1.260314498662968349e-03,-2.017065577259766554e-02,7.202386974174613231e-03,1.436764053783974072e-02,-1.160647824952985158e-02,2.093852859900740757e-02,1.881132152130076882e-02,5.157581961498767381e-03,-1.030080607534289983e-01,1.389615202928160542e-01,5.974502162999804217e-02,-1.605029932044657881e-01,1.345275669141229036e-01,3.042331925053672337e-01,3.762982525427363556e-02
2.399999999999999911e-01,-3.512381636126168244e-02,-6.978752586725177343e-02,-1.764836957489774108e-02,-4.959858523956759413e-01,9.488915499377185980e-03,7.669697640201067479e-02,1.313812032240030230e-03,-2.119717501059943318e-02,8.644656558298716847e-03,1.497438882140364642e-02,-1.324918471566342154e-02,2.228372475811740000e-02,2.194717377874930500e-02,5.545952698114418530e-03,-1.022433011009610815e-01,1.495281581903881718e-01,6.159287336309775263e-02,-1.680818599974064631e-01,1.344429814207554474e-01,3.230323458548730597e-01,4.004650868561422661e-02
2.500000000000000000e-01,-3.534088358338425412e-02,-6.969342415096106691e-02,-1.749551613157250204e-02,-4.961268778806520174e-01,9.718468334847636669e-03,7.693292011217001125e-02,1.371314305196919599e-03,-2.221446799309184303e-02,1.019364601459136002e-02,1.559926124479921010e-02,-1.496897245243358418e-02,2.362601452534546231e-02,2.527383310573147468e-02,5.958547537448840442e-03,-1.011624113852536838e-01,1.603035504867362793e-01,6.336969976375562974e-02,-1.759178186142665856e-01,1.339462997865196181e-01,3.423908799295406480e-01,4.247381142548643101e-02
2.600000000000000089e-01,-3.556806439348884213e-02,-6.958329043816671722e-02,-1.733632631733039720e-02,-4.962854972174752799e-01,9.961412368353930041e-03,7.720310738333768796e-02,1.433064005924931722e-03,-2.321936199323878722e-02,1.185138413637239901e-02,1.624154319746647437e-02,-1.676836906777610936e-02,2.496127800081863676e-02,2.879678055229512729e-02,6.395447576094942868e-03,-9.976315868014028199e-02,1.712759050840677033e-01,6.507464314687935736e-02,-1.840021624091545682e-01,1.330378067201316017e-01,3.622861477540805786e-01,4.490670783244091885e-02
2.700000000000000178e-01,-3.580521885032780793e-02,-6.945602759373119273e-02,-1.717062964429376393e-02,-4.964625187657745187e-01,1.021765675658078271e-02,7.750952754887840968e-02,1.499304381888541971e-03,-2.420866353103532514e-02,1.361978055633944126e-02,1.690051190420744157e-02,-1.864981378037102594e-02,2.628540030330856273e-02,3.252126786987855067e-02,6.856683473400140838e-03,-9.804362593380740176e-02,1.824331838919646676e-01,6.670692820255025302e-02,-1.923259216613597278e-01,1.317182211790418611e-01,3.826949403176233000e-01,4.734013704629239788e-02
2.800000000000000266e-01,-3.605217498731365378e-02,-6.931051999204840275e-02,-1.699826288973505656e-02,-4.966587748246058531e-01,1.048706955057990622e-02,7.785422129013630510e-02,1.570278733586983732e-03,-2.517916155123456345e-02,1.550062334512610461e-02,1.757543724678455391e-02,-2.061565483385706735e-02,2.759427591014714659e-02,3.645231200390633419e-02,7.342235127782675841e-03,-9.600221575628527237e-02,1.937631145636521945e-01,6.826586155231169351e-02,-2.008798726102160592e-01,1.299886957861899339e-01,4.035935092512484279e-01,4.976900869663157534e-02
2.899999999999999800e-01,-3.630872865280845851e-02,-6.914563474417800837e-02,-1.681907016541872579e-02,-4.968751207101560485e-01,1.076947781102323073e-02,7.823927826178911360e-02,1.646229905565163142e-03,-2.612763063766603000e-02,1.749557672838412958e-02,1.826558258069195181e-02,-2.266814700264972032e-02,2.888381298924293239e-02,4.059468981574229640e-02,7.852031410357264429e-03,-9.363765390948648737e-02,2.052532024625172702e-01,6.975083122758671261e-02,-2.096545467394363149e-01,1.278508158334908662e-01,4.249575900184554555e-01,5.218820865529066183e-02
2.999999999999999889e-01,-3.657464338272738841e-02,-6.896022294720839663e-02,-1.663290297880331767e-02,-4.971124338089698558e-01,1.106466776672090056e-02,7.866683466559520888e-02,1.727399775049023346e-03,-2.705083426094885557e-02,1.960617892463351053e-02,1.897020554632643588e-02,-2.480944919181174435e-02,3.014993771907003087e-02,4.495293303902133525e-02,8.385949956281564532e-03,-9.094899249534968422e-02,2.168907428473068610e-01,7.116130607147749809e-02,-2.186402403017157769e-01,1.253065978730043273e-01,4.467624255964685043e-01,5.459260482696424999e-02
3.099999999999999978e-01,-3.684965030577221079e-02,-6.875312095462653150e-02,-1.643962028616255747e-02,-4.973716126076543897e-01,1.137238501626098089e-02,7.913907077489246156e-02,1.814028738784652026e-03,-2.794552805655865085e-02,2.183384010600920508e-02,1.968855887379900374e-02,-2.704162213333175316e-02,3.138859859251186268e-02,4.953132347515297462e-02,8.943817014174623020e-03,-8.793561283793926986e-02,2.286628332642109684e-01,7.249683506526594101e-02,-2.278270240741679664e-01,1.223584878971415296e-01,4.689827906258044465e-01,5.697705297214131909e-02
3.200000000000000067e-01,-3.713344808158557109e-02,-6.852315166645936428e-02,-1.623908853769367999e-02,-4.976535757000453142e-01,1.169233477259049372e-02,7.965820841226278759e-02,1.906355198662997713e-03,-2.880846313017013452e-02,2.417984048391310509e-02,2.041989118064056058e-02,-2.936662618107118566e-02,3.259577070046033864e-02,5.433388843256762440e-02,9.525407353902308125e-03,-8.459722805563554826e-02,2.405563861338508858e-01,7.375704658100182276e-02,-2.372047533349317117e-01,1.190093591096439141e-01,4.915930160050912545e-01,5.933640255646649431e-02
3.300000000000000155e-01,-3.742570287208152324e-02,-6.826912583792470179e-02,-1.603118171468686376e-02,-4.979592607728129394e-01,1.202418215031337070e-02,8.022650838283507113e-02,2.004615046715385422e-03,-2.963638938715611529e-02,2.664532852145951036e-02,2.116344776166996164e-02,-3.178631920654215182e-02,3.376745999108665686e-02,5.936439641403870593e-02,1.013044423296352928e-02,-8.093388531985178103e-02,2.525581415209945391e-01,7.494164756162793872e-02,-2.467630780510676192e-01,1.152625092894633552e-01,5.145670139076827798e-01,6.166550262061305798e-02
3.400000000000000244e-01,-3.772604834617885455e-02,-6.798984340531727399e-02,-1.581578135883844605e-02,-4.982896235705496224e-01,1.236755249544329444e-02,8.084626786571225132e-02,2.109041150066603108e-03,-3.042605888309296222e-02,2.923131927448080480e-02,2.191847137030746712e-02,-3.430245459757882975e-02,3.489970750072558803e-02,6.462635305618155690e-02,1.075859942165308461e-02,-7.694596779700665912e-02,2.646546800746539252e-01,7.605042263015680815e-02,-2.564914532676611514e-01,1.111216577500550584e-01,5.378783031962399708e-01,6.395920766472333596e-02
3.500000000000000333e-01,-3.803408571813130662e-02,-6.768409482783438458e-02,-1.559277659379663949e-02,-4.986456368413618723e-01,1.272203175730625239e-02,8.151981776607453156e-02,2.219862836434056963e-03,-3.117422919208982443e-02,3.193869286273293834e-02,2.268420299063131015e-02,-3.691667936186313059e-02,3.598859355234232393e-02,7.012299732498691873e-02,1.140949328711685605e-02,-7.263419627079073515e-02,2.768324361260515731e-01,7.708323312947126804e-02,-2.663791496878467613e-01,1.065909418969821498e-01,5.615000352110378623e-01,6.621238354144903804e-02
3.599999999999999867e-01,-3.834938381961674331e-02,-6.735066244403285773e-02,-1.536206413903577761e-02,-4.990282892640305334e-01,1.308716690224935759e-02,8.224952003052843352e-02,2.337305380762104597e-03,-3.187766678973028706e-02,3.476819307281779625e-02,2.345988259949272070e-02,-3.963053233716107987e-02,3.703024191758008676e-02,7.585729797100308758e-02,1.208269493635556052e-02,-6.799963044206720764e-02,2.890777109317960170e-01,7.804001609438160347e-02,-2.764152644332862341e-01,1.016749133871080457e-01,5.854050199074357641e-01,6.841991335161015653e-02
3.699999999999999956e-01,-3.867147920571517572e-02,-6.698832184159120295e-02,-1.512354831616190970e-02,-4.994385843578124096e-01,1.346246636877066957e-02,8.303776492832382061e-02,2.461589493581353878e-03,-3.253315044739141931e-02,3.772042609421040471e-02,2.424474991801928506e-02,-4.244544251002338453e-02,3.802082393842214081e-02,8.183195024753638080e-02,1.277772241817307780e-02,-6.304366990405731175e-02,3.013766860494632160e-01,7.892078315762972307e-02,-2.865887319744536144e-01,9.637853389303308038e-02,6.095657523175846970e-01,7.057670333647655947e-02
